id,label
TEST_03431,Red-Wattled Lapwing
TEST_03432,Indian Grey Hornbill
TEST_03433,Indian Grey Hornbill
TEST_03434,Northern Lapwing
TEST_03435,Common Kingfisher
TEST_03436,Indian Pitta
TEST_03437,Ruddy Shelduck
TEST_03438,White-Breasted Kingfisher
TEST_03439,Brown-Headed Barbet
TEST_03440,Red-Wattled Lapwing
TEST_03441,White Wagtail
TEST_03442,Hoopoe
TEST_03443,Indian Grey Hornbill
TEST_03444,Cattle Egret
TEST_03445,Cattle Egret
TEST_03446,Common Tailorbird
TEST_03447,White Wagtail
TEST_03448,Northern Lapwing
TEST_03449,Asian Green Bee-Eater
TEST_03450,Gray Wagtail
TEST_03451,Northern Lapwing
TEST_03452,Indian Grey Hornbill
TEST_03453,Common Kingfisher
TEST_03454,Common Tailorbird
TEST_03455,House Crow
TEST_03456,Forest Wagtail
TEST_03457,Ruddy Shelduck
TEST_03458,Common Kingfisher
TEST_03459,Indian Peacock
TEST_03460,House Crow
TEST_03461,White Wagtail
TEST_03462,Common Tailorbird
TEST_03463,Common Tailorbird
TEST_03464,Indian Roller
TEST_03465,Northern Lapwing
TEST_03466,Sarus Crane
TEST_03467,Common Kingfisher
TEST_03468,Jungle Babbler
TEST_03469,Asian Green Bee-Eater
TEST_03470,Rufous Treepie
TEST_03471,Hoopoe
TEST_03472,Common Kingfisher
TEST_03473,Northern Lapwing
TEST_03474,Indian Pitta
TEST_03475,Indian Grey Hornbill
TEST_03476,Northern Lapwing
TEST_03477,Indian Grey Hornbill
TEST_03478,Common Tailorbird
TEST_03479,White-Breasted Kingfisher
TEST_03480,Red-Wattled Lapwing
TEST_03481,Indian Pitta
TEST_03482,Hoopoe
TEST_03483,Cattle Egret
TEST_03484,Common Tailorbird
TEST_03485,Brown-Headed Barbet
TEST_03486,Brown-Headed Barbet
TEST_03487,Asian Green Bee-Eater
TEST_03488,Ruddy Shelduck
TEST_03489,Indian Peacock
TEST_03490,Forest Wagtail
TEST_03491,Ruddy Shelduck
TEST_03492,White-Breasted Waterhen
TEST_03493,House Crow
TEST_03494,Indian Grey Hornbill
TEST_03495,Common Kingfisher
TEST_03496,Red-Wattled Lapwing
TEST_03497,Asian Green Bee-Eater
TEST_03498,Jungle Babbler
TEST_03499,Asian Green Bee-Eater
TEST_03500,Sarus Crane
TEST_03501,Cattle Egret
TEST_03502,Gray Wagtail
TEST_03503,Gray Wagtail
TEST_03504,Hoopoe
TEST_03505,White-Breasted Kingfisher
TEST_03506,Red-Wattled Lapwing
TEST_03507,Gray Wagtail
TEST_03508,Common Myna
TEST_03509,Ruddy Shelduck
TEST_03510,Northern Lapwing
TEST_03511,Cattle Egret
TEST_03512,Indian Peacock
TEST_03513,White-Breasted Waterhen
TEST_03514,Common Tailorbird
TEST_03515,House Crow
TEST_03516,Sarus Crane
TEST_03517,Indian Roller
TEST_03518,White Wagtail
TEST_03519,Ruddy Shelduck
TEST_03520,White Wagtail
TEST_03521,Common Kingfisher
TEST_03522,Indian Pitta
TEST_03523,Indian Roller
TEST_03524,House Crow
TEST_03525,Indian Roller
TEST_03526,Jungle Babbler
TEST_03527,Cattle Egret
TEST_03528,Asian Green Bee-Eater
TEST_03529,White-Breasted Waterhen
TEST_03530,Common Tailorbird
TEST_03531,Indian Grey Hornbill
TEST_03532,Common Tailorbird
TEST_03533,Rufous Treepie
TEST_03534,Indian Grey Hornbill
TEST_03535,Common Myna
TEST_03536,Indian Pitta
TEST_03537,Indian Roller
TEST_03538,Indian Grey Hornbill
TEST_03539,Asian Green Bee-Eater
TEST_03540,Common Kingfisher
TEST_03541,White Wagtail
TEST_03542,Common Kingfisher
TEST_03543,Indian Peacock
TEST_03544,Indian Grey Hornbill
TEST_03545,Common Kingfisher
TEST_03546,Gray Wagtail
TEST_03547,White Wagtail
TEST_03548,Forest Wagtail
TEST_03549,Jungle Babbler
TEST_03550,House Crow
TEST_03551,White-Breasted Kingfisher
TEST_03552,Sarus Crane
TEST_03553,White Wagtail
TEST_03554,White Wagtail
TEST_03555,Ruddy Shelduck
TEST_03556,Common Rosefinch
TEST_03557,Indian Pitta
TEST_03558,Gray Wagtail
TEST_03559,Common Kingfisher
TEST_03560,Indian Pitta
TEST_03561,Coppersmith Barbet
TEST_03562,Common Rosefinch
TEST_03563,Sarus Crane
TEST_03564,Brown-Headed Barbet
TEST_03565,Common Rosefinch
TEST_03566,Indian Grey Hornbill
TEST_03567,Cattle Egret
TEST_03568,Rufous Treepie
TEST_03569,Hoopoe
TEST_03570,Gray Wagtail
TEST_03571,Gray Wagtail
TEST_03572,White Wagtail
TEST_03573,Northern Lapwing
TEST_03574,Indian Roller
TEST_03575,Common Myna
TEST_03576,Northern Lapwing
TEST_03577,Common Tailorbird
TEST_03578,Northern Lapwing
TEST_03579,Indian Peacock
TEST_03580,Indian Pitta
TEST_03581,Brown-Headed Barbet
TEST_03582,Indian Grey Hornbill
TEST_03583,Indian Roller
TEST_03584,Indian Roller
TEST_03585,White-Breasted Waterhen
TEST_03586,Forest Wagtail
TEST_03587,Indian Peacock
TEST_03588,Common Myna
TEST_03589,Sarus Crane
TEST_03590,Indian Grey Hornbill
TEST_03591,White-Breasted Kingfisher
TEST_03592,Indian Peacock
TEST_03593,Gray Wagtail
TEST_03594,Cattle Egret
TEST_03595,Red-Wattled Lapwing
TEST_03596,Brown-Headed Barbet
TEST_03597,Indian Peacock
TEST_03598,Common Tailorbird
TEST_03599,Indian Grey Hornbill
TEST_03600,House Crow
TEST_03601,Hoopoe
TEST_03602,Sarus Crane
TEST_03603,House Crow
TEST_03604,Forest Wagtail
TEST_03605,White-Breasted Kingfisher
TEST_03606,Common Kingfisher
TEST_03607,Indian Pitta
TEST_03608,Indian Peacock
TEST_03609,Red-Wattled Lapwing
TEST_03610,White-Breasted Waterhen
TEST_03611,White Wagtail
TEST_03612,Indian Grey Hornbill
TEST_03613,Indian Roller
TEST_03614,Northern Lapwing
TEST_03615,Brown-Headed Barbet
TEST_03616,Common Tailorbird
TEST_03617,Red-Wattled Lapwing
TEST_03618,Red-Wattled Lapwing
TEST_03619,Gray Wagtail
TEST_03620,Asian Green Bee-Eater
TEST_03621,Forest Wagtail
TEST_03622,Common Tailorbird
TEST_03623,Northern Lapwing
TEST_03624,Indian Peacock
TEST_03625,Cattle Egret
TEST_03626,White-Breasted Kingfisher
TEST_03627,Common Kingfisher
TEST_03628,Indian Grey Hornbill
TEST_03629,White-Breasted Waterhen
TEST_03630,House Crow
TEST_03631,Indian Roller
TEST_03632,House Crow
TEST_03633,Brown-Headed Barbet
TEST_03634,Common Myna
TEST_03635,Common Rosefinch
TEST_03636,Indian Peacock
TEST_03637,Northern Lapwing
TEST_03638,Ruddy Shelduck
TEST_03639,Common Myna
TEST_03640,Indian Roller
TEST_03641,Common Kingfisher
TEST_03642,Red-Wattled Lapwing
TEST_03643,Red-Wattled Lapwing
TEST_03644,Jungle Babbler
TEST_03645,White-Breasted Kingfisher
TEST_03646,Cattle Egret
TEST_03647,Red-Wattled Lapwing
TEST_03648,Sarus Crane
TEST_03649,Coppersmith Barbet
TEST_03650,Indian Peacock
TEST_03651,White-Breasted Waterhen
TEST_03652,Common Myna
TEST_03653,White-Breasted Waterhen
TEST_03654,House Crow
TEST_03655,Common Myna
TEST_03656,Red-Wattled Lapwing
TEST_03657,Hoopoe
TEST_03658,Common Tailorbird
TEST_03659,Indian Grey Hornbill
TEST_03660,Common Tailorbird
TEST_03661,Coppersmith Barbet
TEST_03662,Indian Pitta
TEST_03663,Common Kingfisher
TEST_03664,Hoopoe
TEST_03665,White Wagtail
TEST_03666,Brown-Headed Barbet
TEST_03667,Asian Green Bee-Eater
TEST_03668,House Crow
TEST_03669,Common Kingfisher
TEST_03670,Indian Roller
TEST_03671,Indian Pitta
TEST_03672,Indian Pitta
TEST_03673,Northern Lapwing
TEST_03674,Indian Grey Hornbill
TEST_03675,Jungle Babbler
TEST_03676,Brown-Headed Barbet
TEST_03677,Cattle Egret
TEST_03678,White-Breasted Waterhen
TEST_03679,Asian Green Bee-Eater
TEST_03680,Cattle Egret
TEST_03681,House Crow
TEST_03682,Common Kingfisher
TEST_03683,Sarus Crane
TEST_03684,Gray Wagtail
TEST_03685,Red-Wattled Lapwing
TEST_03686,White Wagtail
TEST_03687,Rufous Treepie
TEST_03688,Forest Wagtail
TEST_03689,Indian Peacock
TEST_03690,Indian Grey Hornbill
TEST_03691,Indian Grey Hornbill
TEST_03692,Indian Grey Hornbill
TEST_03693,Indian Grey Hornbill
TEST_03694,Ruddy Shelduck
TEST_03695,Forest Wagtail
TEST_03696,Indian Peacock
TEST_03697,Common Kingfisher
TEST_03698,White-Breasted Waterhen
TEST_03699,Indian Roller
TEST_03700,Indian Peacock
TEST_03701,Common Rosefinch
TEST_03702,Indian Grey Hornbill
TEST_03703,Indian Roller
TEST_03704,Cattle Egret
TEST_03705,Forest Wagtail
TEST_03706,Sarus Crane
TEST_03707,House Crow
TEST_03708,Indian Pitta
TEST_03709,Coppersmith Barbet
TEST_03710,Common Kingfisher
TEST_03711,Red-Wattled Lapwing
TEST_03712,White-Breasted Kingfisher
TEST_03713,Hoopoe
TEST_03714,Indian Roller
TEST_03715,Red-Wattled Lapwing
TEST_03716,Common Tailorbird
TEST_03717,Common Rosefinch
TEST_03718,Northern Lapwing
TEST_03719,Asian Green Bee-Eater
TEST_03720,Common Tailorbird
TEST_03721,Asian Green Bee-Eater
TEST_03722,Common Kingfisher
TEST_03723,Coppersmith Barbet
TEST_03724,Coppersmith Barbet
TEST_03725,Common Kingfisher
TEST_03726,Indian Grey Hornbill
TEST_03727,Brown-Headed Barbet
TEST_03728,Common Rosefinch
TEST_03729,Coppersmith Barbet
TEST_03730,Forest Wagtail
TEST_03731,Sarus Crane
TEST_03732,Cattle Egret
TEST_03733,Jungle Babbler
TEST_03734,Common Rosefinch
TEST_03735,Hoopoe
TEST_03736,Common Myna
TEST_03737,House Crow
TEST_03738,Northern Lapwing
TEST_03739,Indian Pitta
TEST_03740,White-Breasted Waterhen
TEST_03741,Forest Wagtail
TEST_03742,Indian Roller
TEST_03743,Common Myna
TEST_03744,Northern Lapwing
TEST_03745,White-Breasted Waterhen
TEST_03746,Cattle Egret
TEST_03747,White Wagtail
TEST_03748,Indian Grey Hornbill
TEST_03749,Brown-Headed Barbet
TEST_03750,Rufous Treepie
TEST_03751,Common Tailorbird
TEST_03752,Northern Lapwing
TEST_03753,Hoopoe
TEST_03754,Indian Pitta
TEST_03755,Red-Wattled Lapwing
TEST_03756,Forest Wagtail
TEST_03757,Brown-Headed Barbet
TEST_03758,Common Tailorbird
TEST_03759,Hoopoe
TEST_03760,Northern Lapwing
TEST_03761,Indian Roller
TEST_03762,Cattle Egret
TEST_03763,Common Tailorbird
TEST_03764,Common Kingfisher
TEST_03765,Indian Roller
TEST_03766,Ruddy Shelduck
TEST_03767,Sarus Crane
TEST_03768,Ruddy Shelduck
TEST_03769,Brown-Headed Barbet
TEST_03770,White Wagtail
TEST_03771,White Wagtail
TEST_03772,Brown-Headed Barbet
TEST_03773,Jungle Babbler
TEST_03774,Coppersmith Barbet
TEST_03775,Common Kingfisher
TEST_03776,Jungle Babbler
TEST_03777,Indian Pitta
TEST_03778,Forest Wagtail
TEST_03779,Ruddy Shelduck
TEST_03780,Coppersmith Barbet
TEST_03781,House Crow
TEST_03782,Brown-Headed Barbet
TEST_03783,Indian Grey Hornbill
TEST_03784,Indian Peacock
TEST_03785,White-Breasted Waterhen
TEST_03786,Red-Wattled Lapwing
TEST_03787,House Crow
TEST_03788,White-Breasted Kingfisher
TEST_03789,Asian Green Bee-Eater
TEST_03790,Common Tailorbird
TEST_03791,Common Myna
TEST_03792,Common Tailorbird
TEST_03793,White-Breasted Kingfisher
TEST_03794,Jungle Babbler
TEST_03795,Common Myna
TEST_03796,Asian Green Bee-Eater
TEST_03797,Northern Lapwing
TEST_03798,Indian Grey Hornbill
TEST_03799,Indian Grey Hornbill
TEST_03800,Hoopoe
TEST_03801,Indian Roller
TEST_03802,Northern Lapwing
TEST_03803,Indian Roller
TEST_03804,White-Breasted Kingfisher
TEST_03805,White-Breasted Kingfisher
TEST_03806,House Crow
TEST_03807,Asian Green Bee-Eater
TEST_03808,Indian Pitta
TEST_03809,Indian Grey Hornbill
TEST_03810,Jungle Babbler
TEST_03811,Jungle Babbler
TEST_03812,Common Kingfisher
TEST_03813,Indian Grey Hornbill
TEST_03814,Common Kingfisher
TEST_03815,White-Breasted Kingfisher
TEST_03816,White-Breasted Kingfisher
TEST_03817,Brown-Headed Barbet
TEST_03818,Sarus Crane
TEST_03819,Indian Grey Hornbill
TEST_03820,Rufous Treepie
TEST_03821,Common Kingfisher
TEST_03822,Asian Green Bee-Eater
TEST_03823,Indian Peacock
TEST_03824,Red-Wattled Lapwing
TEST_03825,Indian Grey Hornbill
TEST_03826,Common Kingfisher
TEST_03827,Sarus Crane
TEST_03828,Asian Green Bee-Eater
TEST_03829,Jungle Babbler
TEST_03830,Ruddy Shelduck
TEST_03831,Hoopoe
TEST_03832,White-Breasted Kingfisher
TEST_03833,Red-Wattled Lapwing
TEST_03834,Jungle Babbler
TEST_03835,Indian Peacock
TEST_03836,White-Breasted Kingfisher
TEST_03837,Indian Pitta
TEST_03838,Common Myna
TEST_03839,Jungle Babbler
TEST_03840,Common Tailorbird
TEST_03841,Common Kingfisher
TEST_03842,White-Breasted Kingfisher
TEST_03843,Jungle Babbler
TEST_03844,White-Breasted Waterhen
TEST_03845,Indian Grey Hornbill
TEST_03846,Indian Roller
TEST_03847,Rufous Treepie
TEST_03848,White Wagtail
TEST_03849,Sarus Crane
TEST_03850,White-Breasted Waterhen
TEST_03851,Common Tailorbird
TEST_03852,Indian Grey Hornbill
TEST_03853,House Crow
TEST_03854,Sarus Crane
TEST_03855,Forest Wagtail
TEST_03856,Common Kingfisher
TEST_03857,Indian Peacock
TEST_03858,House Crow
TEST_03859,Asian Green Bee-Eater
TEST_03860,Brown-Headed Barbet
TEST_03861,Common Kingfisher
TEST_03862,Asian Green Bee-Eater
TEST_03863,Red-Wattled Lapwing
TEST_03864,Indian Grey Hornbill
TEST_03865,Indian Roller
TEST_03866,Common Kingfisher
TEST_03867,Sarus Crane
TEST_03868,Indian Pitta
TEST_03869,Ruddy Shelduck
TEST_03870,Indian Peacock
TEST_03871,Indian Pitta
TEST_03872,White-Breasted Kingfisher
TEST_03873,Northern Lapwing
TEST_03874,Rufous Treepie
TEST_03875,Indian Peacock
TEST_03876,Forest Wagtail
TEST_03877,Indian Peacock
TEST_03878,Asian Green Bee-Eater
TEST_03879,Jungle Babbler
TEST_03880,Forest Wagtail
TEST_03881,Asian Green Bee-Eater
TEST_03882,Sarus Crane
TEST_03883,Asian Green Bee-Eater
TEST_03884,White Wagtail
TEST_03885,Forest Wagtail
TEST_03886,White-Breasted Waterhen
TEST_03887,Red-Wattled Lapwing
TEST_03888,Indian Grey Hornbill
TEST_03889,Indian Roller
TEST_03890,Indian Pitta
TEST_03891,Coppersmith Barbet
TEST_03892,Northern Lapwing
TEST_03893,White-Breasted Kingfisher
TEST_03894,Forest Wagtail
TEST_03895,Jungle Babbler
TEST_03896,Cattle Egret
TEST_03897,Asian Green Bee-Eater
TEST_03898,Gray Wagtail
TEST_03899,Gray Wagtail
TEST_03900,Forest Wagtail
TEST_03901,Gray Wagtail
TEST_03902,Asian Green Bee-Eater
TEST_03903,Common Kingfisher
TEST_03904,Gray Wagtail
TEST_03905,White-Breasted Waterhen
TEST_03906,White-Breasted Waterhen
TEST_03907,Hoopoe
TEST_03908,Indian Grey Hornbill
TEST_03909,House Crow
TEST_03910,Common Rosefinch
TEST_03911,House Crow
TEST_03912,Indian Pitta
TEST_03913,Common Myna
TEST_03914,Indian Peacock
TEST_03915,Cattle Egret
TEST_03916,Common Tailorbird
TEST_03917,White Wagtail
TEST_03918,Forest Wagtail
TEST_03919,Rufous Treepie
TEST_03920,Indian Pitta
TEST_03921,Indian Grey Hornbill
TEST_03922,Common Myna
TEST_03923,Indian Roller
TEST_03924,Asian Green Bee-Eater
TEST_03925,Forest Wagtail
TEST_03926,Red-Wattled Lapwing
TEST_03927,Northern Lapwing
TEST_03928,Common Myna
TEST_03929,Common Tailorbird
TEST_03930,Common Tailorbird
TEST_03931,White Wagtail
TEST_03932,Asian Green Bee-Eater
TEST_03933,Indian Roller
TEST_03934,Cattle Egret
TEST_03935,Indian Grey Hornbill
TEST_03936,Ruddy Shelduck
TEST_03937,Indian Grey Hornbill
TEST_03938,Indian Pitta
TEST_03939,White-Breasted Kingfisher
TEST_03940,Common Kingfisher
TEST_03941,Forest Wagtail
TEST_03942,Indian Grey Hornbill
TEST_03943,Forest Wagtail
TEST_03944,Hoopoe
TEST_03945,Jungle Babbler
TEST_03946,Common Rosefinch
TEST_03947,Sarus Crane
TEST_03948,Indian Roller
TEST_03949,Indian Roller
TEST_03950,Jungle Babbler
TEST_03951,Cattle Egret
TEST_03952,Indian Grey Hornbill
TEST_03953,Coppersmith Barbet
TEST_03954,Hoopoe
TEST_03955,Asian Green Bee-Eater
TEST_03956,White-Breasted Waterhen
TEST_03957,White-Breasted Kingfisher
TEST_03958,Asian Green Bee-Eater
TEST_03959,Forest Wagtail
TEST_03960,White Wagtail
TEST_03961,White-Breasted Waterhen
TEST_03962,Sarus Crane
TEST_03963,Hoopoe
TEST_03964,Forest Wagtail
TEST_03965,Indian Roller
TEST_03966,Common Kingfisher
TEST_03967,Red-Wattled Lapwing
TEST_03968,Forest Wagtail
TEST_03969,Common Myna
TEST_03970,Common Myna
TEST_03971,Cattle Egret
TEST_03972,Asian Green Bee-Eater
TEST_03973,Northern Lapwing
TEST_03974,Rufous Treepie
TEST_03975,Cattle Egret
TEST_03976,Hoopoe
TEST_03977,Ruddy Shelduck
TEST_03978,Indian Roller
TEST_03979,Cattle Egret
TEST_03980,Asian Green Bee-Eater
TEST_03981,Indian Roller
TEST_03982,Coppersmith Barbet
TEST_03983,Indian Pitta
TEST_03984,Asian Green Bee-Eater
TEST_03985,Brown-Headed Barbet
TEST_03986,White-Breasted Waterhen
TEST_03987,Indian Grey Hornbill
TEST_03988,Indian Grey Hornbill
TEST_03989,Common Myna
TEST_03990,White-Breasted Kingfisher
TEST_03991,Common Tailorbird
TEST_03992,House Crow
TEST_03993,Ruddy Shelduck
TEST_03994,Jungle Babbler
TEST_03995,Common Rosefinch
TEST_03996,Northern Lapwing
TEST_03997,White-Breasted Waterhen
TEST_03998,Jungle Babbler
TEST_03999,Sarus Crane
TEST_04000,Cattle Egret
TEST_04001,Brown-Headed Barbet
TEST_04002,White-Breasted Waterhen
TEST_04003,Indian Grey Hornbill
TEST_04004,Rufous Treepie
TEST_04005,Brown-Headed Barbet
TEST_04006,Common Tailorbird
TEST_04007,Asian Green Bee-Eater
TEST_04008,Indian Pitta
TEST_04009,Gray Wagtail
TEST_04010,Common Kingfisher
TEST_04011,Indian Grey Hornbill
TEST_04012,Asian Green Bee-Eater
TEST_04013,White-Breasted Kingfisher
TEST_04014,House Crow
TEST_04015,Ruddy Shelduck
TEST_04016,Indian Roller
TEST_04017,Indian Grey Hornbill
TEST_04018,Ruddy Shelduck
TEST_04019,Ruddy Shelduck
TEST_04020,White-Breasted Waterhen
TEST_04021,Indian Roller
TEST_04022,Hoopoe
TEST_04023,Forest Wagtail
TEST_04024,Rufous Treepie
TEST_04025,Indian Grey Hornbill
TEST_04026,Common Myna
TEST_04027,Asian Green Bee-Eater
TEST_04028,Common Kingfisher
TEST_04029,Red-Wattled Lapwing
TEST_04030,Asian Green Bee-Eater
TEST_04031,Common Myna
TEST_04032,Indian Roller
TEST_04033,Indian Grey Hornbill
TEST_04034,Hoopoe
TEST_04035,Red-Wattled Lapwing
TEST_04036,Common Myna
TEST_04037,Asian Green Bee-Eater
TEST_04038,Jungle Babbler
TEST_04039,White-Breasted Waterhen
TEST_04040,Northern Lapwing
TEST_04041,Indian Peacock
TEST_04042,Indian Grey Hornbill
TEST_04043,Asian Green Bee-Eater
TEST_04044,Indian Pitta
TEST_04045,Indian Grey Hornbill
TEST_04046,Indian Grey Hornbill
TEST_04047,White-Breasted Kingfisher
TEST_04048,Common Myna
TEST_04049,Red-Wattled Lapwing
TEST_04050,Indian Grey Hornbill
TEST_04051,White Wagtail
TEST_04052,Indian Peacock
TEST_04053,Sarus Crane
TEST_04054,Indian Peacock
TEST_04055,Indian Peacock
TEST_04056,Coppersmith Barbet
TEST_04057,House Crow
TEST_04058,Jungle Babbler
TEST_04059,Forest Wagtail
TEST_04060,Indian Grey Hornbill
TEST_04061,Common Tailorbird
TEST_04062,White Wagtail
TEST_04063,Brown-Headed Barbet
TEST_04064,Sarus Crane
TEST_04065,White Wagtail
TEST_04066,Ruddy Shelduck
TEST_04067,Common Tailorbird
TEST_04068,Common Myna
TEST_04069,White Wagtail
TEST_04070,Hoopoe
TEST_04071,Indian Grey Hornbill
TEST_04072,Asian Green Bee-Eater
TEST_04073,Common Kingfisher
TEST_04074,Indian Pitta
TEST_04075,Indian Grey Hornbill
TEST_04076,Indian Peacock
TEST_04077,White-Breasted Waterhen
TEST_04078,Indian Grey Hornbill
TEST_04079,White Wagtail
TEST_04080,White-Breasted Kingfisher
TEST_04081,Indian Roller
TEST_04082,Cattle Egret
TEST_04083,Forest Wagtail
TEST_04084,Ruddy Shelduck
TEST_04085,White-Breasted Waterhen
TEST_04086,Forest Wagtail
TEST_04087,Ruddy Shelduck
TEST_04088,White Wagtail
TEST_04089,Common Tailorbird
TEST_04090,Sarus Crane
TEST_04091,Jungle Babbler
TEST_04092,Coppersmith Barbet
TEST_04093,Indian Peacock
TEST_04094,Northern Lapwing
TEST_04095,Forest Wagtail
TEST_04096,Common Kingfisher
TEST_04097,Common Kingfisher
TEST_04098,Rufous Treepie
TEST_04099,Common Kingfisher
TEST_04100,Jungle Babbler
TEST_04101,Common Kingfisher
TEST_04102,Brown-Headed Barbet
TEST_04103,Northern Lapwing
TEST_04104,Common Rosefinch
TEST_04105,Common Kingfisher
TEST_04106,Asian Green Bee-Eater
TEST_04107,Indian Grey Hornbill
TEST_04108,Jungle Babbler
TEST_04109,Indian Grey Hornbill
TEST_04110,Indian Roller
TEST_04111,Forest Wagtail
TEST_04112,Brown-Headed Barbet
TEST_04113,Asian Green Bee-Eater
TEST_04114,Indian Peacock
TEST_04115,Indian Roller
TEST_04116,Hoopoe
TEST_04117,Common Kingfisher
TEST_04118,Cattle Egret
TEST_04119,Ruddy Shelduck
TEST_04120,Common Kingfisher
TEST_04121,Common Myna
TEST_04122,White Wagtail
TEST_04123,Cattle Egret
TEST_04124,Indian Roller
TEST_04125,Cattle Egret
TEST_04126,Common Kingfisher
TEST_04127,Indian Grey Hornbill
TEST_04128,Common Tailorbird
TEST_04129,House Crow
TEST_04130,Sarus Crane
TEST_04131,Cattle Egret
TEST_04132,Rufous Treepie
TEST_04133,Jungle Babbler
TEST_04134,Hoopoe
TEST_04135,Coppersmith Barbet
TEST_04136,White-Breasted Waterhen
TEST_04137,Indian Pitta
TEST_04138,Cattle Egret
TEST_04139,White Wagtail
TEST_04140,Common Myna
TEST_04141,Forest Wagtail
TEST_04142,Asian Green Bee-Eater
TEST_04143,Asian Green Bee-Eater
TEST_04144,Brown-Headed Barbet
TEST_04145,White-Breasted Kingfisher
TEST_04146,Indian Peacock
TEST_04147,Asian Green Bee-Eater
TEST_04148,Asian Green Bee-Eater
TEST_04149,House Crow
TEST_04150,Ruddy Shelduck
TEST_04151,Indian Peacock
TEST_04152,Indian Grey Hornbill
TEST_04153,Coppersmith Barbet
TEST_04154,Red-Wattled Lapwing
TEST_04155,Indian Pitta
TEST_04156,Common Tailorbird
TEST_04157,Indian Roller
TEST_04158,Hoopoe
TEST_04159,Hoopoe
TEST_04160,Brown-Headed Barbet
TEST_04161,Hoopoe
TEST_04162,Gray Wagtail
TEST_04163,Common Myna
TEST_04164,Cattle Egret
TEST_04165,Brown-Headed Barbet
TEST_04166,Common Myna
TEST_04167,Cattle Egret
TEST_04168,Indian Roller
TEST_04169,Red-Wattled Lapwing
TEST_04170,Common Myna
TEST_04171,White-Breasted Kingfisher
TEST_04172,Rufous Treepie
TEST_04173,Indian Roller
TEST_04174,White-Breasted Kingfisher
TEST_04175,White Wagtail
TEST_04176,Indian Peacock
TEST_04177,Gray Wagtail
TEST_04178,Indian Roller
TEST_04179,Cattle Egret
TEST_04180,Indian Pitta
TEST_04181,White Wagtail
TEST_04182,Jungle Babbler
TEST_04183,Common Myna
TEST_04184,Northern Lapwing
TEST_04185,Common Rosefinch
TEST_04186,Common Tailorbird
TEST_04187,Indian Peacock
TEST_04188,Indian Grey Hornbill
TEST_04189,White-Breasted Kingfisher
TEST_04190,Brown-Headed Barbet
TEST_04191,White-Breasted Kingfisher
TEST_04192,Cattle Egret
TEST_04193,Common Tailorbird
TEST_04194,Forest Wagtail
TEST_04195,Northern Lapwing
TEST_04196,Rufous Treepie
TEST_04197,Common Myna
TEST_04198,Brown-Headed Barbet
TEST_04199,White Wagtail
TEST_04200,Hoopoe
TEST_04201,Common Tailorbird
TEST_04202,Indian Roller
TEST_04203,Red-Wattled Lapwing
TEST_04204,Cattle Egret
TEST_04205,Indian Grey Hornbill
TEST_04206,White Wagtail
TEST_04207,Indian Grey Hornbill
TEST_04208,Red-Wattled Lapwing
TEST_04209,White-Breasted Kingfisher
TEST_04210,House Crow
TEST_04211,Indian Grey Hornbill
TEST_04212,Indian Peacock
TEST_04213,Indian Peacock
TEST_04214,Brown-Headed Barbet
TEST_04215,White-Breasted Waterhen
TEST_04216,Indian Peacock
TEST_04217,Cattle Egret
TEST_04218,Forest Wagtail
TEST_04219,Asian Green Bee-Eater
TEST_04220,House Crow
TEST_04221,Common Rosefinch
TEST_04222,Gray Wagtail
TEST_04223,Brown-Headed Barbet
TEST_04224,White Wagtail
TEST_04225,White-Breasted Kingfisher
TEST_04226,Brown-Headed Barbet
TEST_04227,Indian Peacock
TEST_04228,Indian Roller
TEST_04229,Red-Wattled Lapwing
TEST_04230,White Wagtail
TEST_04231,Indian Pitta
TEST_04232,Hoopoe
TEST_04233,White Wagtail
TEST_04234,Coppersmith Barbet
TEST_04235,Rufous Treepie
TEST_04236,Ruddy Shelduck
TEST_04237,Forest Wagtail
TEST_04238,Coppersmith Barbet
TEST_04239,Indian Roller
TEST_04240,Gray Wagtail
TEST_04241,Ruddy Shelduck
TEST_04242,Indian Roller
TEST_04243,Brown-Headed Barbet
TEST_04244,White-Breasted Waterhen
TEST_04245,Forest Wagtail
TEST_04246,Ruddy Shelduck
TEST_04247,Hoopoe
TEST_04248,Gray Wagtail
TEST_04249,Indian Grey Hornbill
TEST_04250,House Crow
TEST_04251,Rufous Treepie
TEST_04252,Indian Pitta
TEST_04253,Hoopoe
TEST_04254,White-Breasted Waterhen
TEST_04255,Forest Wagtail
TEST_04256,White Wagtail
TEST_04257,Indian Grey Hornbill
TEST_04258,Cattle Egret
TEST_04259,Common Tailorbird
TEST_04260,White Wagtail
TEST_04261,Common Kingfisher
TEST_04262,White-Breasted Kingfisher
TEST_04263,White-Breasted Waterhen
TEST_04264,Indian Roller
TEST_04265,Cattle Egret
TEST_04266,Indian Grey Hornbill
TEST_04267,Red-Wattled Lapwing
TEST_04268,Indian Peacock
TEST_04269,Gray Wagtail
TEST_04270,Brown-Headed Barbet
TEST_04271,Gray Wagtail
TEST_04272,Northern Lapwing
TEST_04273,Sarus Crane
TEST_04274,White Wagtail
TEST_04275,Common Myna
TEST_04276,Common Tailorbird
TEST_04277,Rufous Treepie
TEST_04278,House Crow
TEST_04279,Brown-Headed Barbet
TEST_04280,Indian Roller
TEST_04281,Rufous Treepie
TEST_04282,Jungle Babbler
